,0
0,0.0
1,8.750992667539169
2,6.496360754506493
3,5.242963381447608
4,4.892404504062161
5,24.593767225656237
6,55.58247783606365
7,32.51778728361872
8,32.51477832864583
9,37.516905466102756
10,39.65493407058061
11,34.171756861424605
12,35.497809429917375
13,34.83103068503646
14,36.543744909333036
15,36.580036565407056
16,35.46510962061396
17,35.39235181314924
18,36.072788907199225
19,36.452103322369695
20,35.51865899857873
21,35.14806202603104
22,34.80139820886853
23,34.98687580090686
24,34.51141218956155
25,34.54162418393707
26,39.25891856843091
27,37.57835037048036
28,38.68984924577477
29,38.45482815535659
30,38.46594074983424
31,37.38206157201111
