,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,67.9894931281186,67.9894931281186,67.9894931281186,67.9894931281186,67.9894931281186,270.0749191364061,350.0937020951127,398.788664665632,427.83318969127396,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908,427.9240872213908
1,67.89156236777936,67.89156236777936,67.89156236777936,69.53567889668929,67.89156236777936,270.4398530845348,350.99247796028686,399.4149979245955,427.87346580998076,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534,427.92230254721534
2,73.85028233994223,73.85028233994223,73.85028233994223,74.07705883030425,75.29134818507944,273.6700304318607,352.534633510864,400.15454148019614,428.3901367711411,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126,427.9204215722126
3,75.58903317427085,75.58903317427085,75.58903317427085,75.58903317427085,75.91358202460772,275.0450642517776,353.40270828510404,400.6377774573746,428.37144451168876,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194,427.918442201194
4,72.15002986857796,72.15002986857796,72.15002986857796,72.15002986857796,72.15002986857796,273.38601629307385,352.4280238754135,400.1052069710664,428.16662746848215,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346,427.91636238955346
5,71.94391332025478,71.94391332025478,71.94391332025478,71.94391332025478,71.94391332025478,273.5393329691771,352.46050733254083,400.0656480663535,428.25617529019536,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924,427.91418015174924
6,71.8036090704783,71.8036090704783,71.8036090704783,71.8036090704783,71.8036090704783,274.91204742033045,353.4911004929753,400.70290912422263,428.42284156082843,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072,427.9070001008072
7,75.12628036603417,75.12628036603417,75.12628036603417,75.12628036603417,75.12628036603417,276.7161032233481,353.90764134184604,400.9560061109943,428.56381647333365,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436,427.90438980242436
8,89.48614422178812,89.48614422178812,89.48614422178812,89.48614422178812,89.48614422178812,285.00729769494103,359.3212196074868,403.94299570820283,429.4473072034276,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744,427.89282348599744
