,0
0,68.13504353927242
1,78.15011049144879
2,68.16097661612999
3,74.62954270480779
4,82.51775889169707
5,105.58123972539866
6,93.63521243220258
7,86.66489047573663
8,105.72859685870739
9,122.7206282640205
10,78.90290609009386
11,63.85974681099201
12,55.89618287331888
13,50.23184931847434
14,49.1116013028759
15,48.257190548425946
16,73.62064867060695
17,69.33737196207358
18,67.92621758800429
19,70.74405209466357
20,71.26236043722653
21,80.19687673678399
22,73.57537530039986
23,70.44813611890268
24,71.64404854436849
25,70.1748354997998
26,73.04397234778067
27,72.8743639824096
28,69.58909485201083
29,71.46224485648426
30,68.82361129876884
31,70.9294700944389
