,0
0,109.53492045319703
1,121.31221224117482
2,108.82669778397397
3,117.59406233153823
4,125.47673871432725
5,102.87732979471295
6,88.84875151688766
7,83.61441144841153
8,91.74189950968085
9,104.36395098681753
10,81.58164589157411
11,86.80279635601116
12,91.18312353614644
13,93.20107088886165
14,92.96549857507456
15,91.59490399115116
16,96.67919786431489
17,95.00575717307461
18,90.41407806436818
19,89.20967432445437
20,97.67400299444537
21,105.1634097556924
22,105.37771053127895
23,104.63910080958048
24,103.1889032262732
25,98.98598910424217
26,93.58064165618751
27,102.42393005177136
28,105.5802611030959
29,110.37862065902898
30,113.46938091967108
31,103.4034602084698
